FOURTEEN	THIRTEEN	TWELVE	ELEVEN	TEN	NINE	EIGHT	SEVEN	id
0	0	0	0	0	0	0	0	716
204	0	0	0	0	0	0	0	717
75	75	75	75	0	75	0	0	718
0	0	0	0	0	0	0	0	719
0	0	0	0	0	0	0	0	720
75	75	75	75	75	75	75	75	721
0	0	0	0	0	0	0	0	722
75	75	75	75	0	75	75	0	723
0	0	0	0	0	0	0	0	724
0	0	0	0	0	75	75	75	725
0	0	0	0	0	0	0	0	726
204	204	204	204	0	0	75	75	727
0	75	0	75	0	75	0	0	728
75	75	75	75	75	75	0	0	729
75	75	75	75	75	0	0	75	730
75	75	75	75	0	0	0	0	731
0	0	0	0	75	0	75	0	732
0	0	0	0	75	75	0	0	733
0	0	75	75	0	0	0	75	734
75	0	75	75	0	0	0	75	735
0	0	0	0	75	0	75	75	736
0	0	0	0	75	0	0	0	737
0	0	0	0	75	0	0	0	738
0	0	0	0	0	0	0	0	739
0	0	0	0	0	0	0	0	740
0	0	0	0	75	0	0	0	741
0	0	0	0	75	75	0	0	742
0	0	0	0	75	75	0	0	743
75	75	75	75	75	0	0	75	744
75	75	75	75	75	0	0	0	745
0	0	0	0	0	0	75	75	746
0	0	0	0	0	0	0	75	747
0	0	0	0	0	0	0	0	748
0	0	0	0	0	0	0	0	749
0	0	0	0	0	0	0	75	750
0	0	0	0	0	0	0	75	751
75	75	75	75	0	0	0	0	752
75	75	75	75	75	0	0	0	753
0	0	0	0	0	0	0	0	754
75	75	75	75	75	0	0	0	755
0	0	0	0	0	0	0	0	756
0	0	0	0	0	0	0	75	757
0	0	0	0	0	75	0	75	758
0	0	0	0	0	75	0	0	759
0	0	0	0	0	0	0	0	760
0	0	0	0	0	0	0	0	761
0	0	0	0	0	0	0	0	762
0	0	0	0	0	0	0	0	763
0	0	0	0	0	75	0	75	764
0	0	0	0	0	75	0	75	765
0	0	0	0	0	0	0	0	766
0	0	0	0	0	0	0	0	767
0	0	0	0	0	0	0	0	768
75	75	75	75	0	0	75	0	769
0	0	0	75	0	0	0	0	770
0	0	0	0	0	0	0	0	771
0	0	0	0	0	75	0	75	772
0	0	0	0	0	0	0	0	773
0	0	0	0	0	0	0	0	774
75	75	75	75	0	0	75	75	775
75	75	75	75	75	75	75	75	776
75	75	75	75	0	75	75	75	777
75	75	75	75	75	75	75	75	778
75	75	75	75	75	75	75	75	779
75	75	75	75	75	75	75	75	780
75	75	75	75	75	75	75	75	781
75	75	75	75	75	75	75	75	782
75	75	75	75	75	75	75	75	783
75	75	75	75	75	75	75	75	784
0	75	75	0	0	0	0	0	785
204	75	75	0	75	75	75	75	786
75	75	75	75	75	75	75	75	787
75	75	75	75	75	75	75	75	788
0	0	0	0	75	0	0	0	789
75	75	75	75	0	75	75	75	790
75	75	75	204	0	0	0	0	791
75	75	75	75	75	75	75	75	792
75	75	0	0	0	75	75	75	793
0	0	0	0	0	0	0	0	794
75	75	75	75	75	75	75	75	795
204	204	204	204	0	0	0	75	796
0	0	0	0	0	0	0	0	797
0	0	0	0	0	0	0	0	798
0	0	0	0	0	0	0	0	799
0	0	0	0	0	0	0	0	800
0	0	0	0	0	0	0	0	801
0	0	0	0	0	75	75	75	802
0	0	0	0	0	0	0	0	803
0	0	0	0	0	0	75	0	804
0	0	0	0	0	0	0	0	805
0	0	0	0	0	0	0	0	806
75	75	75	75	75	75	75	75	807
75	75	75	75	75	0	0	0	808
204	204	204	204	0	0	75	0	809
204	204	204	204	0	0	0	0	810
0	0	0	0	0	0	0	0	811
0	0	0	0	0	0	0	0	812
0	0	0	0	0	0	0	0	813
0	0	0	0	0	0	0	0	814
0	0	0	0	0	0	0	0	815
0	0	0	0	0	0	0	0	816
0	0	0	0	0	0	0	0	817
0	0	0	0	0	0	0	0	818
0	0	0	0	0	0	0	0	819
75	0	0	0	0	75	0	0	820
0	0	0	0	0	0	0	0	821
204	204	0	0	0	0	0	0	822
0	0	0	0	0	0	0	0	823
75	75	75	75	75	75	75	75	824
0	0	0	0	0	0	0	0	825
204	204	0	0	0	0	0	0	826
0	0	0	0	0	0	0	0	827
0	0	0	0	0	0	0	0	828
204	204	204	204	0	0	0	0	829
75	75	75	75	75	75	0	0	830
75	75	75	75	75	75	75	0	831
75	75	75	75	75	75	75	75	832
75	75	75	204	0	75	0	0	833
75	75	75	75	75	75	75	75	834
75	75	75	75	0	75	75	0	835
0	0	0	0	0	0	0	0	836
0	0	0	0	0	0	0	0	837
0	0	0	0	0	0	0	0	838
0	0	0	0	0	0	0	0	839
0	0	0	0	0	0	0	0	840
0	0	0	0	0	0	0	0	841
75	75	75	75	75	0	75	75	842
75	75	75	75	75	75	75	75	843
75	75	75	75	75	75	75	75	844
75	75	75	75	75	75	75	75	845
0	0	0	0	0	0	0	0	846
0	0	0	0	0	0	0	0	847
0	0	0	0	0	0	0	0	848
0	0	0	0	0	0	0	0	849
0	0	0	0	0	0	0	0	850
0	0	0	0	0	0	0	0	851
0	0	0	0	0	0	0	0	852
0	0	0	0	0	0	0	0	853
75	0	0	0	0	0	0	0	854
0	0	0	0	0	0	0	0	855
0	0	0	0	0	0	0	0	856
0	0	0	0	0	0	0	0	857
0	0	0	0	0	0	0	0	858
75	75	75	75	75	75	75	75	859
75	75	75	75	75	75	75	75	860
75	75	75	75	75	75	75	75	861
0	0	0	0	0	0	0	0	862
0	0	0	0	0	0	0	0	863
0	0	0	0	0	0	0	0	864
0	0	0	0	0	0	0	0	865
0	0	0	0	0	0	0	0	866
0	0	0	0	0	0	0	0	867
0	0	0	0	0	0	0	0	868
0	0	0	0	0	0	0	0	869
0	0	0	0	0	0	0	0	870
0	0	0	0	0	0	0	0	871
0	0	0	0	0	0	0	0	872
0	0	0	0	0	0	0	0	873
0	0	0	0	0	0	0	0	874
0	0	0	0	0	0	0	0	875
0	0	0	0	0	0	0	0	876
0	0	0	0	0	0	0	0	877
0	0	0	0	0	0	0	0	878
0	0	0	0	0	0	0	0	879
204	204	204	204	0	0	0	0	880
204	204	204	204	0	0	0	75	881
204	204	204	204	0	0	0	75	882
204	204	204	204	75	0	0	75	883
204	204	204	204	0	0	0	75	884
204	204	204	75	0	0	0	0	885
0	0	0	0	0	0	0	0	886
204	204	204	75	0	0	75	75	887
0	0	0	0	0	0	0	0	888
0	0	0	0	0	0	0	0	889
0	0	0	0	0	0	0	0	890
0	0	0	0	0	0	0	75	891
0	0	0	0	0	0	0	0	892
0	0	0	0	0	0	0	0	893
0	0	0	0	0	0	0	0	894
0	0	0	0	0	0	0	0	895
0	0	0	0	0	0	0	0	896
0	0	0	0	0	0	0	0	897
0	0	0	0	0	0	0	0	898
0	0	0	0	0	0	0	0	899
0	0	0	0	0	0	0	0	900
204	204	204	204	75	0	75	75	901
0	0	0	0	0	0	0	0	902
0	0	0	0	0	0	0	0	903
204	204	204	204	75	0	0	75	904
204	204	204	204	75	0	75	75	905
0	0	0	0	0	0	0	0	906
0	0	0	0	0	0	0	0	907
0	0	0	0	0	0	0	0	908
0	0	0	0	0	0	0	0	909
0	0	0	0	0	0	0	0	910
204	204	204	204	75	75	75	75	911
204	204	204	204	75	75	75	75	912
204	204	204	204	75	75	0	75	913
204	204	204	204	75	0	75	75	914
204	204	204	204	75	0	75	0	915
0	0	0	0	0	0	0	0	916
0	0	0	0	0	0	0	0	917
0	0	0	0	0	0	0	0	918
0	0	0	0	0	0	0	0	919
0	0	0	0	0	0	0	0	920
0	0	0	0	0	0	0	0	921
0	0	0	0	0	0	0	0	922
0	0	0	0	0	0	0	0	923
0	0	0	0	0	0	0	0	924
0	0	0	0	0	0	0	0	925
0	0	0	0	0	0	0	0	926
0	0	0	0	0	0	0	0	927
0	0	0	0	0	0	0	0	928
0	0	0	0	0	0	0	0	929
0	0	0	0	0	0	0	0	930
0	0	0	0	0	0	0	0	931
0	0	0	0	0	0	0	0	932
0	0	0	0	0	0	0	0	933
0	0	0	0	0	0	0	0	934
0	0	0	0	0	0	0	0	935
0	0	0	0	0	0	0	0	936
0	0	0	0	0	0	0	0	937
0	0	0	0	0	0	0	0	938
0	0	0	0	0	0	0	0	939
0	0	0	0	0	0	0	0	940
0	0	0	0	0	0	0	0	941
0	0	0	0	0	0	0	0	942
0	0	0	0	0	0	0	0	943
0	0	0	0	0	0	0	0	944
0	0	0	0	0	0	0	0	945
0	0	0	0	0	0	0	0	946
0	0	0	0	0	0	0	0	947
0	0	0	0	0	0	0	0	948
0	0	0	0	0	0	0	0	949
0	0	0	0	0	0	0	0	950
0	0	0	0	0	0	0	0	951
0	0	0	0	0	0	0	0	952
0	0	0	0	0	0	0	0	953
0	0	0	0	0	0	0	0	954
0	0	0	0	0	0	0	0	955
0	0	0	0	0	0	0	0	956
0	0	0	0	0	0	0	0	957
0	0	0	0	0	0	0	0	958
75	0	75	75	75	75	75	75	959
75	75	75	75	75	75	75	75	960
75	75	75	75	75	0	75	75	961
75	75	75	75	75	75	75	75	962
0	0	0	0	0	0	0	0	963
0	0	0	0	0	0	0	0	964
0	0	0	0	75	75	75	75	965
0	0	0	0	0	0	0	0	966
0	0	0	0	0	75	204	0	967
75	75	75	75	75	0	0	0	968
0	0	0	0	0	0	0	0	969
0	0	0	0	0	0	0	0	970
0	0	0	0	0	0	0	0	971
0	0	0	75	0	0	0	0	972
0	0	0	0	0	0	0	0	973
75	75	75	75	0	75	0	75	974
75	75	75	75	0	75	75	75	975
75	75	75	75	75	75	75	75	976
75	75	75	75	75	75	75	0	977
75	75	75	75	75	75	75	75	978
75	75	75	75	75	75	75	75	979
75	75	75	75	75	75	75	75	980
75	75	75	75	75	75	75	75	981
75	75	75	75	75	75	75	75	982
75	75	75	75	75	75	75	75	983
75	75	75	75	0	75	75	75	984
75	75	75	75	0	0	0	75	985
75	75	75	75	0	75	75	0	986
75	75	75	75	0	0	75	0	987
75	75	0	0	0	0	0	75	988
0	0	0	0	0	0	0	0	989
0	0	0	0	0	0	0	0	990
0	0	0	0	0	0	0	0	991
0	0	0	0	0	0	0	0	992
0	0	0	0	0	0	0	0	993
0	0	0	0	0	0	0	0	994
0	0	0	0	0	0	0	0	995
0	0	0	0	0	0	0	0	996
0	0	0	0	0	0	0	0	997
0	0	0	0	0	0	0	0	998
0	0	0	0	0	0	0	0	999
0	0	0	0	0	0	0	0	1000
75	75	75	75	75	75	75	75	1001
75	75	75	75	75	75	0	75	1002
0	0	0	0	0	0	0	0	1003
0	0	0	0	75	0	0	0	1004
0	0	0	0	0	0	0	0	1005
75	75	75	75	75	75	75	0	1006
75	75	75	75	75	75	0	0	1007
0	0	0	0	0	0	0	0	1008
0	0	0	0	0	0	0	0	1009
0	0	0	0	0	0	0	0	1010
0	0	0	0	0	0	0	0	1011
0	0	0	0	0	0	0	0	1012
0	0	0	0	0	0	0	0	1013
0	0	0	0	0	0	0	0	1014
0	0	0	0	0	0	0	0	1015
0	0	0	0	0	0	0	0	1016
0	0	0	0	0	0	0	0	1017
0	0	0	0	0	0	0	0	1018
0	0	0	0	0	0	75	0	1019
75	75	75	75	0	75	75	75	1020
75	75	75	75	75	75	75	75	1021
0	0	0	0	0	0	0	0	1022
0	0	0	0	0	0	0	0	1023
0	0	0	0	0	0	0	0	1024
0	0	0	0	0	0	0	0	1025
0	0	0	0	0	0	0	0	1026
0	0	0	0	0	0	0	0	1027
204	204	204	204	0	0	0	0	1028
0	0	0	0	0	0	0	0	1029
0	0	0	0	0	0	0	0	1030
0	0	0	0	0	0	0	0	1031
0	0	0	0	0	0	0	0	1032
0	0	0	0	0	0	75	0	1033
0	0	0	0	0	0	0	0	1034
0	0	0	0	0	0	0	0	1035
75	75	75	75	75	0	75	0	1036
0	0	0	0	0	0	75	0	1037
0	0	0	0	0	0	0	0	1038
0	0	0	0	0	0	0	0	1039
0	0	0	0	0	0	0	0	1040
0	0	0	0	0	0	0	0	1041
75	0	0	0	0	0	0	0	1042
75	0	0	0	0	0	0	0	1043
0	0	0	0	0	0	0	0	1044
0	0	0	0	0	0	0	0	1045
0	0	0	0	0	0	0	0	1046
0	0	0	0	0	0	0	0	1047
0	0	0	0	0	0	0	0	1048
75	75	75	75	75	204	75	75	1049
75	75	75	75	0	0	75	0	1050
0	0	0	0	0	0	0	0	1051
75	75	75	75	0	0	75	0	1052
75	75	75	75	75	0	75	0	1053
0	0	0	0	0	0	0	0	1054
0	0	0	0	0	0	0	0	1055
0	0	0	0	0	0	0	0	1056
0	0	0	0	0	0	0	0	1057
0	0	0	0	0	0	0	0	1058
0	0	0	0	0	0	0	0	1059
0	0	0	0	0	0	0	0	1060
0	0	0	0	0	0	0	0	1061
0	0	0	0	0	0	0	0	1062
75	75	75	0	0	0	0	0	1063
75	75	0	0	0	0	0	0	1064
0	0	0	0	0	0	0	0	1065
0	0	0	0	0	0	0	0	1066
0	0	0	0	0	0	0	0	1067
0	0	0	0	0	0	0	0	1068
0	0	0	0	0	0	0	0	1069
0	0	0	0	0	0	0	0	1070
0	0	0	0	0	0	0	0	1071
0	0	0	0	0	0	0	0	1072
75	75	75	75	75	75	75	75	1073
75	75	75	75	75	75	75	75	1074
75	75	75	75	75	75	75	75	1075
75	75	75	75	75	75	75	75	1076
75	75	75	75	75	75	75	75	1077
75	75	75	75	75	75	75	75	1078
75	75	75	75	75	204	0	0	1079
75	75	75	75	75	0	0	0	1080
75	75	75	75	75	0	0	0	1081
75	75	75	75	0	0	0	0	1082
75	75	75	75	75	0	0	0	1083
75	75	75	75	75	0	0	0	1084
75	75	75	75	75	0	0	0	1085
75	75	75	75	75	0	0	0	1086
75	75	75	75	75	75	75	75	1087
75	75	75	75	75	75	75	75	1088
75	75	75	75	75	75	75	75	1089
75	75	75	75	75	75	75	75	1090
75	75	75	75	75	75	75	75	1091
75	75	75	75	75	75	75	75	1092
75	75	75	75	75	75	75	75	1093
75	75	75	75	75	75	75	75	1094
75	75	75	75	75	75	75	75	1095
75	75	75	75	75	75	75	75	1096
75	75	75	75	75	75	75	75	1097
75	75	75	75	75	75	75	75	1098
75	75	75	75	75	75	75	75	1099
204	204	0	0	0	0	0	0	1100
204	204	0	0	0	0	0	0	1101
0	0	0	0	0	0	0	0	1102
0	0	0	0	0	0	0	0	1103
0	0	0	0	0	0	0	0	1104
0	0	0	0	0	0	0	0	1105
75	75	75	75	75	0	0	0	1106
75	75	75	75	75	0	0	0	1107
75	75	75	75	0	75	0	0	1108
75	75	75	75	75	0	0	0	1109
75	75	75	75	75	0	0	0	1110
75	75	75	75	75	0	0	75	1111
75	75	75	75	75	75	75	75	1112
75	75	75	75	75	75	75	75	1113
75	75	75	75	75	75	75	75	1114
75	75	75	75	75	75	75	75	1115
75	75	75	75	75	75	75	75	1116
75	75	75	75	75	75	75	75	1117
75	75	75	75	75	75	75	75	1118
75	75	75	75	75	75	75	75	1119
75	75	75	75	75	0	0	0	1120
75	75	75	75	0	0	0	0	1121
75	75	75	75	0	0	0	0	1122
75	75	75	75	0	0	0	0	1123
75	75	75	75	75	0	0	0	1124
75	75	75	75	0	0	0	0	1125
75	75	75	75	75	0	0	0	1126
75	75	75	75	75	0	0	0	1127
75	75	75	75	75	0	0	0	1128
75	75	75	75	75	0	0	0	1129
75	75	75	75	75	0	0	0	1130
75	75	75	75	75	0	0	0	1131
75	75	75	75	0	0	0	75	1132
75	75	75	75	0	0	0	0	1133
75	75	75	75	0	0	0	0	1134
75	75	75	75	0	0	0	0	1135
75	75	75	75	0	0	0	0	1136
75	75	75	75	0	0	0	0	1137
75	75	75	75	0	0	0	0	1138
75	75	75	75	0	0	0	75	1139
75	75	75	75	0	0	0	0	1140
75	75	75	75	0	0	0	0	1141
75	75	75	75	0	0	0	0	1142
75	75	75	75	0	0	0	0	1143
75	0	0	0	0	0	0	0	1144
0	204	0	0	0	0	0	0	1145
0	204	0	0	0	0	0	0	1146
75	204	0	0	0	0	0	0	1147
0	204	0	0	0	0	0	0	1148
75	0	0	0	0	0	0	0	1149
75	75	0	0	0	0	0	0	1150
0	0	0	0	0	0	0	0	1151
75	0	0	0	0	0	0	0	1152
0	0	0	0	0	0	0	0	1153
0	0	0	0	0	0	0	0	1154
75	75	75	75	75	75	75	75	1155
75	75	75	75	75	75	75	75	1156
75	75	75	75	75	75	75	75	1157
75	75	75	75	75	75	75	75	1158
75	75	75	75	75	75	75	75	1159
75	75	75	75	75	0	75	75	1160
75	75	75	75	75	75	75	75	1161
75	75	75	75	75	75	75	75	1162
75	75	75	75	75	0	75	75	1163
75	75	75	75	75	0	75	75	1164
75	75	75	75	75	75	75	75	1165
75	75	75	75	75	75	75	75	1166
75	75	75	75	75	75	75	75	1167
75	75	75	75	75	75	75	75	1168
75	75	75	75	75	75	75	75	1169
75	75	75	75	75	75	75	75	1170
75	75	75	75	75	75	75	75	1171
75	75	75	75	75	75	75	75	1172
75	75	75	75	75	75	75	75	1173
75	75	75	75	75	75	75	75	1174
75	75	75	75	75	75	75	75	1175
75	75	75	75	75	75	75	75	1176
75	75	75	75	75	75	75	75	1177
75	75	75	75	75	75	75	75	1178
0	0	0	0	0	0	0	0	1179
0	0	0	0	0	0	0	0	1180
0	0	0	0	0	0	0	0	1181
75	75	75	75	75	0	75	0	1182
75	75	75	75	75	0	0	0	1183
75	75	75	75	0	0	0	0	1184
75	75	0	0	75	0	75	0	1185
75	75	75	75	75	75	75	75	1186
75	75	75	75	75	75	75	75	1187
75	75	75	75	0	75	75	75	1188
75	75	75	75	75	75	75	75	1189
75	75	75	75	75	75	75	0	1190
75	75	75	75	75	75	75	0	1191
75	75	75	75	75	75	75	0	1192
75	75	75	75	75	75	75	75	1193
75	75	75	75	75	75	75	75	1194
75	75	75	75	75	75	75	75	1195
0	0	0	0	0	75	75	0	1196
0	0	0	0	0	0	0	0	1197
0	0	0	0	0	0	0	0	1198
0	0	0	0	0	0	0	0	1199
0	0	0	0	0	0	0	0	1200
0	0	0	0	0	0	0	0	1201
204	204	204	204	0	0	0	0	1202
204	204	204	204	0	0	75	75	1203
204	204	204	204	0	0	0	0	1204
204	204	204	204	0	0	0	0	1205
0	0	0	0	0	75	75	0	1206
0	0	0	75	0	75	75	0	1207
0	0	0	75	0	75	75	0	1208
75	75	75	75	75	0	0	0	1209
75	75	75	75	75	75	75	204	1210
75	75	75	75	75	75	75	75	1211
75	75	75	75	75	75	75	0	1212
75	75	75	75	75	75	75	75	1213
75	75	75	75	75	75	75	75	1214
75	75	75	75	75	75	75	0	1215
75	75	75	75	75	75	75	204	1216
75	75	75	75	75	75	75	75	1217
75	75	75	75	75	75	75	75	1218
75	75	75	75	75	75	75	75	1219
75	75	75	75	75	75	75	0	1220
75	75	75	75	75	75	0	0	1221
75	75	75	75	75	75	75	0	1222
75	75	75	75	0	75	0	0	1223
75	75	75	75	75	75	75	0	1224
75	0	75	75	0	75	75	75	1225
75	75	75	75	75	75	0	0	1226
75	75	75	75	75	75	0	0	1227
75	75	75	75	75	75	0	0	1228
75	75	75	75	75	75	75	75	1229
75	75	75	75	75	75	75	75	1230
75	75	75	75	75	75	75	75	1231
75	75	75	75	75	0	0	0	1232
75	75	75	75	75	0	0	0	1233
75	75	75	75	75	75	75	75	1234
75	75	75	75	75	75	75	75	1235
0	204	0	0	0	0	0	0	1236
0	204	0	0	0	0	0	0	1237
0	204	0	0	0	0	0	0	1238
0	204	0	0	0	0	0	0	1239
0	0	0	0	0	0	0	0	1240
0	0	0	0	0	0	0	0	1241
0	0	0	0	0	0	0	0	1242
0	0	0	0	0	0	0	0	1243
0	0	0	0	0	0	0	0	1244
0	0	0	0	0	0	0	0	1245
0	0	0	0	0	75	75	75	1246
0	0	0	0	75	0	0	0	1247
0	0	0	0	0	0	0	0	1248
0	0	0	0	0	0	0	0	1249
0	0	0	0	0	204	0	0	1250
75	0	0	0	0	0	0	0	1251
0	0	0	0	0	0	0	0	1252
0	0	0	0	0	0	0	0	1253
204	204	204	204	0	0	75	204	1254
204	0	0	0	0	0	0	0	1255
204	204	204	0	0	0	0	0	1256
0	0	0	0	0	0	0	0	1257
204	204	204	204	75	0	75	204	1258
204	204	204	204	0	0	0	204	1259
204	204	204	204	0	75	75	204	1260
204	204	204	0	0	0	0	0	1261
0	0	0	0	0	0	0	0	1262
0	0	0	0	0	0	0	0	1263
0	0	0	0	75	0	0	0	1264
0	0	0	0	0	0	0	0	1265
0	0	0	0	0	0	0	0	1266
0	0	0	0	0	0	0	0	1267
0	0	0	0	0	0	0	0	1268
0	0	0	0	0	0	0	0	1269
0	0	0	0	0	0	0	0	1270
0	0	0	0	0	0	0	0	1271
0	0	0	0	0	0	0	0	1272
0	0	0	0	0	0	0	0	1273
0	0	0	0	0	0	0	0	1274
0	0	0	0	0	0	0	0	1275
0	0	0	0	75	0	0	0	1276
0	0	0	0	0	0	0	0	1277
0	0	0	0	0	0	0	0	1278
0	0	0	0	0	0	0	0	1279
0	0	0	0	0	0	0	0	1280
0	0	0	0	0	0	0	0	1281
0	0	0	0	0	0	0	0	1282
0	0	0	0	0	0	0	0	1283
0	0	0	0	0	0	0	0	1284
0	0	0	0	0	0	0	0	1285
0	0	0	0	0	0	0	0	1286
0	0	0	0	0	0	0	0	1287
0	0	0	0	0	0	0	0	1288
75	75	204	204	0	0	0	0	1289
0	0	0	0	0	0	0	0	1290
75	75	75	75	0	0	75	75	1291
0	0	0	0	0	0	0	0	1292
0	0	0	0	0	0	0	0	1293
0	0	0	0	0	0	0	0	1294
0	0	0	0	0	0	0	0	1295
204	204	204	204	0	0	0	0	1296
204	204	204	204	0	0	0	0	1297
204	204	204	204	0	0	0	0	1298
0	0	0	0	0	0	0	0	1299
0	0	0	0	0	0	0	0	1300
0	0	0	0	0	0	0	75	1301
0	0	0	0	0	0	0	0	1302
75	75	75	75	75	0	75	75	1303
75	75	75	75	75	75	75	75	1304
75	75	75	75	75	75	75	75	1305
75	75	75	75	75	75	75	75	1306
0	0	0	0	0	0	0	0	1307
0	0	0	0	0	0	75	0	1308
0	0	0	0	0	0	75	0	1309
204	204	204	204	0	0	0	0	1310
204	204	204	204	0	0	0	0	1311
0	0	0	0	0	0	0	0	1312
0	0	0	0	0	0	0	0	1313
0	0	0	0	0	0	0	0	1314
0	0	0	0	0	0	0	0	1315
0	0	0	0	0	0	0	0	1316
0	0	0	0	0	0	0	0	1317
204	204	204	204	0	0	0	0	1318
75	75	75	75	0	0	75	75	1319
0	0	0	0	0	0	0	0	1320
0	0	0	0	0	0	0	0	1321
0	0	0	0	0	0	0	0	1322
0	0	0	0	0	0	0	0	1323
0	0	0	0	0	0	0	0	1324
0	0	0	0	0	0	0	0	1325
204	0	0	204	0	204	0	0	1326
0	0	0	0	0	0	0	0	1327
204	204	204	204	0	0	0	0	1328
0	0	0	0	0	0	0	0	1329
0	0	0	0	0	0	0	0	1330
0	0	0	0	0	0	0	0	1331
0	0	0	0	0	0	0	0	1332
0	0	0	0	0	0	0	0	1333
0	0	0	0	0	0	0	0	1334
0	0	0	0	0	0	0	0	1335
0	0	0	0	0	0	0	0	1336
0	0	0	0	0	0	0	0	1337
0	0	0	0	0	0	75	0	1338
0	0	0	0	0	0	0	0	1339
0	0	0	0	0	0	0	0	1340
0	0	0	0	0	0	0	0	1341
0	0	0	0	0	0	0	0	1342
0	0	0	0	0	0	0	0	1343
0	0	0	0	0	0	0	0	1344
0	0	0	0	0	0	0	0	1345
0	0	0	0	0	0	0	0	1346
0	0	0	0	0	0	0	0	1347
0	0	0	0	0	0	0	0	1348
0	0	0	0	0	0	75	0	1349
0	0	0	0	0	0	75	0	1350
0	0	0	0	0	0	75	0	1351
75	75	75	75	75	0	75	0	1352
0	0	0	0	0	75	0	0	1353
0	0	0	0	0	0	0	0	1354
0	0	0	0	0	0	0	0	1355
0	0	0	0	0	0	0	0	1356
0	0	0	0	0	0	0	0	1357
0	0	0	0	0	0	0	0	1358
0	0	0	0	0	0	0	0	1359
0	0	0	0	0	0	0	75	1360
0	0	0	0	0	0	0	0	1361
0	0	0	0	0	0	0	0	1362
0	0	0	0	0	0	0	0	1363
0	0	0	0	0	0	0	0	1364
0	0	0	0	0	0	0	0	1365
0	0	0	0	0	0	0	0	1366
0	0	0	0	0	0	0	0	1367
0	0	204	0	0	0	0	0	1368
0	0	0	0	0	0	0	0	1369
0	0	0	0	0	0	0	0	1370
0	0	0	0	0	0	0	0	1371
0	0	0	0	0	0	0	0	1372
0	0	0	0	0	0	0	0	1373
75	75	75	75	75	75	75	75	1374
75	75	75	75	75	204	0	0	1375
204	204	204	204	0	0	0	0	1376
0	0	0	0	0	0	0	0	1377
0	0	0	0	0	0	0	0	1378
0	0	0	0	0	0	0	0	1379
0	0	0	0	0	0	0	0	1380
0	0	0	0	0	75	0	0	1381
0	0	0	0	0	0	0	0	1382
0	0	0	0	0	0	0	0	1383
0	0	0	0	0	0	0	0	1384
0	0	0	0	0	0	0	0	1385
0	0	0	0	0	0	0	204	1386
0	0	0	0	0	0	0	0	1387
0	0	0	0	0	0	0	0	1388
0	0	0	0	0	0	0	0	1389
0	0	0	0	0	0	0	0	1390
0	0	0	0	0	0	0	0	1391
0	0	0	0	0	0	0	0	1392
0	0	0	0	0	0	0	0	1393
0	0	0	0	0	0	0	0	1394
0	0	0	0	0	0	0	0	1395
0	0	0	0	0	0	0	0	1396
0	0	0	0	0	0	0	0	1397
0	0	0	0	0	0	0	0	1398
0	0	0	0	0	0	0	0	1399
204	204	0	204	0	0	0	0	1400
0	0	0	0	0	0	0	0	1401
0	0	0	0	0	0	0	0	1402
0	0	0	0	0	0	0	0	1403
0	0	0	0	0	0	0	0	1404
0	0	0	0	0	0	0	0	1405
0	0	0	0	0	0	0	0	1406
204	204	204	204	75	0	204	0	1407
0	0	0	0	0	0	0	0	1408
204	204	204	204	0	0	0	75	1409
204	204	204	204	0	0	0	0	1410
204	204	204	204	75	75	75	75	1411
204	204	204	204	0	0	204	0	1412
